image_name,x,y,z,heading_rad,label
000440.png,-0.3066,-0.2945,0.0031,0.7697,crossroad
000441.png,-0.3063,-0.2942,0.0031,1.1,crossroad
000442.png,-0.3064,-0.2946,0.0031,1.4216,crossroad
000443.png,-0.3064,-0.2953,0.0031,1.7315,crossroad
000444.png,-0.3061,-0.2966,0.0031,2.0321,crossroad
000445.png,-0.3054,-0.2977,0.0031,2.3289,crossroad
000446.png,-0.3049,-0.2981,0.0031,2.6245,crossroad
000447.png,-0.3047,-0.2982,0.0031,2.917,crossroad
000448.png,-0.3047,-0.2982,0.0031,-3.0711,crossroad
000449.png,-0.3049,-0.2982,0.0031,-2.7737,crossroad
000450.png,-0.306,-0.2989,0.0031,-2.414,crossroad
000451.png,-0.3067,-0.2996,0.0031,-2.1124,crossroad
000452.png,-0.3069,-0.3001,0.0031,-1.8084,crossroad
000453.png,-0.3069,-0.2998,0.0031,-1.5049,crossroad
000454.png,-0.307,-0.2994,0.0031,-1.2039,crossroad
000455.png,-0.307,-0.2994,0.0031,-0.9025,crossroad
000456.png,-0.3069,-0.2994,0.0031,-0.6032,crossroad
000457.png,-0.3065,-0.2996,0.0031,-0.3023,crossroad
000458.png,-0.3062,-0.2997,0.0031,-0.0025,crossroad
000459.png,-0.306,-0.2997,0.0031,0.2969,crossroad
000460.png,-0.306,-0.2996,0.0031,0.6602,crossroad
000461.png,-0.3059,-0.2995,0.0031,0.9623,crossroad
000462.png,-0.3055,-0.2988,0.0031,1.264,crossroad
000463.png,-0.3053,-0.2976,0.0031,1.5628,crossroad
000464.png,-0.3054,-0.2966,0.0031,1.8578,crossroad
000465.png,-0.3056,-0.2959,0.0031,2.1522,crossroad
000466.png,-0.3059,-0.2956,0.0031,2.4465,crossroad
000467.png,-0.3065,-0.2952,0.0031,2.7423,crossroad
000468.png,-0.3074,-0.295,0.0031,3.0374,crossroad
000469.png,-0.3083,-0.295,0.0031,-2.9513,crossroad
000470.png,-0.3089,-0.2952,0.0031,-2.5961,crossroad
000471.png,-0.309,-0.2953,0.0031,-2.2991,crossroad
000472.png,-0.309,-0.2953,0.0031,-2.0027,crossroad
000473.png,-0.309,-0.2952,0.0031,-1.7105,crossroad
000474.png,-0.309,-0.2949,0.0031,-1.4179,crossroad
000475.png,-0.3093,-0.294,0.0031,-1.1264,crossroad
000476.png,-0.31,-0.2928,0.0031,-0.8342,crossroad
000477.png,-0.3107,-0.2922,0.0031,-0.539,crossroad
000478.png,-0.3115,-0.2918,0.0031,-0.2387,crossroad
000479.png,-0.3117,-0.2918,0.0031,0.0636,crossroad
000480.png,-0.312,-0.2919,0.0031,0.4282,crossroad
000481.png,-0.3121,-0.2919,0.0031,0.7309,crossroad
000482.png,-0.3118,-0.2916,0.0031,1.0304,crossroad
000483.png,-0.3118,-0.2915,0.0031,1.3263,crossroad
000484.png,-0.3116,-0.2897,0.0031,1.6248,crossroad
000485.png,-0.3126,-0.2847,0.0031,1.9212,crossroad
000486.png,-0.317,-0.2761,0.0031,2.2178,crossroad
000487.png,0.3048,0.2763,0.0031,0.0156,crossroad
000488.png,0.3052,0.3268,0.0031,-0.7466,crossroad
000489.png,0.3189,0.3141,0.0031,-0.7553,crossroad
000490.png,0.3235,0.3093,0.0031,-0.744,crossroad
000491.png,0.3062,0.3252,0.0031,-0.74,crossroad
000492.png,0.3025,0.3286,0.0031,-0.7396,crossroad
000493.png,0.3023,0.3288,0.0031,-0.7395,crossroad
000494.png,0.302,0.329,0.0031,-0.7395,crossroad
000495.png,0.3018,0.3292,0.0031,-0.7394,crossroad
000496.png,0.3016,0.3294,0.0031,-0.7394,crossroad
000497.png,0.3013,0.3296,0.0031,-0.7393,crossroad
000498.png,0.3014,0.3295,0.0031,-0.7407,crossroad
000499.png,0.3021,0.3289,0.0031,-0.7436,crossroad
000500.png,0.3021,0.3289,0.0031,-0.7436,crossroad
000501.png,0.3021,0.3289,0.0031,-0.7436,crossroad
000502.png,0.3021,0.3289,0.0031,-0.7436,crossroad
000503.png,0.3021,0.3289,0.0031,-0.7436,crossroad
000504.png,0.3021,0.3289,0.0031,-0.7436,crossroad
000505.png,0.3021,0.3289,0.0031,-0.7436,crossroad
000506.png,0.3021,0.3289,0.0031,-0.7436,crossroad
000507.png,0.3021,0.3289,0.0031,-0.7436,crossroad
000508.png,0.3021,0.3289,0.0031,-0.7436,crossroad
000509.png,0.3021,0.3289,0.0031,-0.7436,crossroad
000510.png,0.3027,0.3284,0.0031,-0.7485,crossroad
000511.png,0.3038,0.3274,0.0031,-0.7724,crossroad
000512.png,0.3051,0.326,0.0031,-0.8539,crossroad
000513.png,0.3063,0.3244,0.0031,-1.0157,crossroad
000514.png,0.307,0.3231,0.0031,-1.2642,crossroad
000515.png,0.3072,0.3218,0.0031,-1.569,crossroad
000516.png,0.3071,0.3208,0.0031,-1.9031,crossroad
000517.png,0.3067,0.32,0.0031,-2.2491,crossroad
000518.png,0.3063,0.3196,0.0031,-2.5936,crossroad
000519.png,0.3069,0.3199,0.0031,-2.9301,crossroad
000520.png,0.3078,0.3199,0.0031,2.9617,crossroad
000521.png,0.3075,0.32,0.0031,2.6445,crossroad
000522.png,0.3072,0.3202,0.0031,2.3366,crossroad
000523.png,0.3073,0.3201,0.0031,2.0354,crossroad
000524.png,0.3075,0.3196,0.0031,1.7398,crossroad
000525.png,0.3075,0.3196,0.0031,1.4477,crossroad
000526.png,0.3075,0.3198,0.0031,1.1559,crossroad
000527.png,0.3076,0.3199,0.0031,0.8661,crossroad
000528.png,0.3078,0.32,0.0031,0.5774,crossroad
000529.png,0.3076,0.32,0.0031,0.2865,crossroad
000530.png,0.3079,0.32,0.0031,-0.0617,crossroad
000531.png,0.308,0.32,0.0031,-0.3556,crossroad
000532.png,0.308,0.32,0.0031,-0.6488,crossroad
000533.png,0.3078,0.3202,0.0031,-0.9427,crossroad
000534.png,0.3074,0.3209,0.0031,-1.2377,crossroad
000535.png,0.3074,0.3212,0.0031,-1.5332,crossroad
000536.png,0.3073,0.3212,0.0031,-1.8354,crossroad
000537.png,0.3074,0.3214,0.0031,-2.1405,crossroad
000538.png,0.3078,0.3219,0.0031,-2.4481,crossroad
000539.png,0.308,0.322,0.0031,-2.7503,crossroad
000540.png,0.3092,0.3222,0.0031,3.1211,crossroad
000541.png,0.3102,0.3221,0.0031,2.8301,crossroad
000542.png,0.3112,0.3216,0.0031,2.5384,crossroad
000543.png,0.3118,0.3211,0.0031,2.2464,crossroad
000544.png,0.3118,0.3211,0.0031,1.9588,crossroad
000545.png,0.3117,0.3215,0.0031,1.6704,crossroad
000546.png,0.3118,0.3218,0.0031,1.3773,crossroad
000547.png,0.3119,0.3223,0.0031,1.0811,crossroad
000548.png,0.3119,0.3222,0.0031,1.0181,crossroad
000549.png,0.3117,0.3219,0.0031,1.0131,crossroad
000550.png,0.3115,0.3216,0.0031,1.0071,crossroad
000551.png,0.3113,0.3213,0.0031,1.0021,crossroad
000552.png,0.3111,0.321,0.0031,0.9971,crossroad
000553.png,0.3109,0.3207,0.0031,0.9921,crossroad
000554.png,0.3107,0.3204,0.0031,0.9871,crossroad
000555.png,0.3105,0.3201,0.0031,0.982,crossroad
000556.png,0.3103,0.3198,0.0031,0.977,crossroad
000557.png,0.3101,0.3195,0.0031,0.9715,crossroad
000558.png,0.3107,0.3204,0.0031,0.9491,crossroad
000559.png,0.3118,0.3218,0.0031,0.8877,crossroad
000560.png,0.3126,0.3228,0.0031,0.7603,crossroad
000561.png,0.3058,0.3171,0.0031,0.6356,crossroad
000562.png,0.288,0.3056,0.0031,0.4919,crossroad
000563.png,0.3121,-0.896,0.0031,-2.2152,crossroad
000564.png,0.2841,-1.4902,0.0031,-1.699,t_junction
000565.png,0.2866,-1.4889,0.0031,-1.7201,t_junction
000566.png,0.2831,-1.5056,0.0031,-1.7269,t_junction
000567.png,0.2852,-1.492,0.0031,-1.7279,t_junction
000568.png,0.2844,-1.484,0.0031,-1.7583,t_junction
000569.png,0.2824,-1.4947,0.0031,-1.7569,t_junction
000570.png,0.2824,-1.4947,0.0031,-1.7569,t_junction
000571.png,0.2824,-1.4947,0.0031,-1.7569,t_junction
000572.png,0.2824,-1.4947,0.0031,-1.7569,t_junction
000573.png,0.2825,-1.4942,0.0031,-1.7569,t_junction
000574.png,0.2828,-1.4922,0.0031,-1.7576,t_junction
000575.png,0.2837,-1.4876,0.0031,-1.7587,t_junction
000576.png,0.284,-1.4861,0.0031,-1.7586,t_junction
000577.png,0.284,-1.4859,0.0031,-1.7584,t_junction
000578.png,0.2841,-1.4857,0.0031,-1.7582,t_junction
000579.png,0.2841,-1.4855,0.0031,-1.758,t_junction
000580.png,0.2841,-1.4853,0.0031,-1.7578,t_junction
000581.png,0.2842,-1.4851,0.0031,-1.7575,t_junction
000582.png,0.2843,-1.4845,0.0031,-1.7595,t_junction
000583.png,0.2846,-1.4829,0.0031,-1.7912,t_junction
000584.png,0.2853,-1.4803,0.0031,-1.8906,t_junction
000585.png,0.2859,-1.4788,0.0031,-2.06,t_junction
000586.png,0.2863,-1.4781,0.0031,-2.2933,t_junction
000587.png,0.2868,-1.4777,0.0031,-2.5802,t_junction
000588.png,0.2871,-1.4775,0.0031,-2.903,t_junction
000589.png,0.2872,-1.4775,0.0031,3.0405,t_junction
000590.png,0.2872,-1.4775,0.0031,2.6942,t_junction
000591.png,0.2871,-1.4774,0.0031,2.2855,t_junction
000592.png,0.2868,-1.4769,0.0031,1.9553,t_junction
000593.png,0.2867,-1.4768,0.0031,1.6361,t_junction
000594.png,0.2868,-1.4764,0.0031,1.3258,t_junction
000595.png,0.287,-1.4758,0.0031,1.0227,t_junction
000596.png,0.2875,-1.4752,0.0031,0.7216,t_junction
000597.png,0.2878,-1.4749,0.0031,0.423,t_junction
000598.png,0.2885,-1.4747,0.0031,0.1284,t_junction
000599.png,0.2895,-1.4747,0.0031,-0.1675,t_junction
000600.png,0.2902,-1.4749,0.0031,-0.4669,t_junction
000601.png,0.2904,-1.475,0.0031,-0.828,t_junction
000602.png,0.2908,-1.4756,0.0031,-1.1262,t_junction
000603.png,0.2911,-1.4765,0.0031,-1.4224,t_junction
000604.png,0.2911,-1.4768,0.0031,-1.7162,t_junction
000605.png,0.2911,-1.4768,0.0031,-2.0113,t_junction
000606.png,0.2909,-1.4771,0.0031,-2.3075,t_junction
000607.png,0.2904,-1.4775,0.0031,-2.6035,t_junction
000608.png,0.2895,-1.4779,0.0031,-2.8984,t_junction
000609.png,0.2888,-1.478,0.0031,3.0884,t_junction
000610.png,0.2886,-1.478,0.0031,2.7926,t_junction
000611.png,0.2882,-1.4777,0.0031,2.4361,t_junction
000612.png,0.2878,-1.4773,0.0031,2.1335,t_junction
000613.png,0.2875,-1.4766,0.0031,1.8309,t_junction
000614.png,0.2874,-1.4754,0.0031,1.526,t_junction
000615.png,0.2876,-1.4743,0.0031,1.2217,t_junction
000616.png,0.2879,-1.4736,0.0031,0.9202,t_junction
000617.png,0.2887,-1.4728,0.0031,0.6216,t_junction
000618.png,0.2894,-1.4724,0.0031,0.3209,t_junction
000619.png,0.2894,-1.4724,0.0031,0.0207,t_junction
000620.png,0.2898,-1.4724,0.0031,-0.2812,t_junction
000621.png,0.2897,-1.4724,0.0031,-0.6433,t_junction
000622.png,0.2878,-1.4726,0.0031,-3.0587,t_junction
000623.png,0.2878,-1.4726,0.0031,2.9322,t_junction
000624.png,0.2879,-1.4726,0.0031,2.5167,t_junction
000625.png,0.2879,-1.4727,0.0031,2.2197,t_junction
000626.png,0.2881,-1.473,0.0031,1.923,t_junction
000627.png,0.2883,-1.4738,0.0031,1.6231,t_junction
000628.png,0.2883,-1.4742,0.0031,1.3265,t_junction
000629.png,0.2882,-1.4744,0.0031,1.0326,t_junction
000630.png,0.2883,-1.4743,0.0031,0.7381,t_junction
000631.png,0.2888,-1.4739,0.0031,0.4444,t_junction
000632.png,0.2892,-1.4738,0.0031,0.1516,t_junction
000633.png,0.2901,-1.4738,0.0031,-0.1428,t_junction
000634.png,0.291,-1.4741,0.0031,-0.5042,t_junction
000635.png,0.2916,-1.4745,0.0031,-0.8046,t_junction
000636.png,0.2915,-1.4744,0.0031,-1.1066,t_junction
000637.png,0.2914,-1.4739,0.0031,-1.4112,t_junction
000638.png,0.2914,-1.4733,0.0031,-1.7162,t_junction
000639.png,0.2915,-1.4728,0.0031,-2.0179,t_junction
000640.png,0.2915,-1.4727,0.0031,-2.3165,t_junction
000641.png,0.2907,-1.4733,0.0031,-2.614,t_junction
000642.png,0.2892,-1.474,0.0031,-2.9094,t_junction
000643.png,0.2878,-1.4741,0.0031,3.0801,t_junction
000644.png,0.289,-1.4746,0.0031,2.7326,t_junction
000645.png,0.2975,-1.4797,0.0031,2.4564,t_junction
000646.png,0.3105,-1.4932,0.0031,2.1768,t_junction
000647.png,0.3219,-1.5148,0.0031,1.8886,t_junction
000648.png,-0.898,-0.2999,0.0031,0.0058,crossroad
000649.png,-0.8968,-0.2999,0.0031,0.0052,crossroad
000650.png,-0.8958,-0.2999,0.0031,0.0047,crossroad
000651.png,-0.8948,-0.2999,0.0031,0.0043,crossroad
000652.png,-0.8938,-0.2999,0.0031,0.0038,crossroad
000653.png,-0.8928,-0.2999,0.0031,0.0033,crossroad
000654.png,-0.8918,-0.2999,0.0031,0.0028,crossroad
000655.png,-0.8908,-0.2999,0.0031,0.0024,crossroad
000656.png,-0.8899,-0.2999,0.0031,0.0019,crossroad
000657.png,-0.889,-0.2999,0.0031,0.0024,crossroad
000658.png,-0.8895,-0.2999,0.0031,0.0058,crossroad
000659.png,-0.8932,-0.2999,0.0031,0.0104,crossroad
000660.png,-0.9036,-0.3,0.0031,0.0245,crossroad
000661.png,-0.918,-0.3006,0.0031,0.0689,crossroad
000662.png,-0.2768,-0.319,0.0031,1.3953,crossroad
000663.png,-0.2762,-0.3125,0.0031,1.6184,crossroad
000664.png,-0.277,-0.3071,0.0031,1.9035,crossroad
000665.png,-0.2784,-0.3043,0.0031,2.2263,crossroad
000666.png,-0.2797,-0.3029,0.0031,2.5635,crossroad
000667.png,-0.2802,-0.3026,0.0031,2.9027,crossroad
000668.png,-0.2803,-0.3026,0.0031,-3.0462,crossroad
000669.png,-0.2801,-0.3026,0.0031,-2.6503,crossroad
000670.png,-0.28,-0.3025,0.0031,-2.3327,crossroad
000671.png,-0.2801,-0.3027,0.0031,-2.0241,crossroad
000672.png,-0.28,-0.3023,0.0031,-1.7194,crossroad
000673.png,-0.28,-0.3023,0.0031,-1.4166,crossroad
000674.png,-0.28,-0.3024,0.0031,-1.1177,crossroad
000675.png,-0.2797,-0.3027,0.0031,-0.8223,crossroad
000676.png,-0.2793,-0.3031,0.0031,-0.5268,crossroad
000677.png,-0.2791,-0.3032,0.0031,-0.2296,crossroad
000678.png,-0.2789,-0.3032,0.0031,0.0647,crossroad
000679.png,-0.2788,-0.3032,0.0031,0.419,crossroad
000680.png,-0.2786,-0.3031,0.0031,0.713,crossroad
000681.png,-0.2784,-0.3028,0.0031,1.0029,crossroad
000682.png,-0.2781,-0.3021,0.0031,1.2954,crossroad
000683.png,-0.2779,-0.3008,0.0031,1.5912,crossroad
000684.png,-0.278,-0.2998,0.0031,1.8871,crossroad
000685.png,-0.2785,-0.2987,0.0031,2.1822,crossroad
000686.png,-0.2791,-0.298,0.0031,2.4785,crossroad
000687.png,-0.2799,-0.2976,0.0031,2.7742,crossroad
000688.png,-0.2807,-0.2974,0.0031,3.0714,crossroad
000689.png,-0.282,-0.2975,0.0031,-2.8506,crossroad
000690.png,-0.283,-0.2979,0.0031,-2.5516,crossroad
000691.png,-0.2836,-0.2984,0.0031,-2.2541,crossroad
000692.png,-0.2839,-0.2988,0.0031,-1.9611,crossroad
000693.png,-0.284,-0.2992,0.0031,-1.6703,crossroad
000694.png,-0.284,-0.2993,0.0031,-1.381,crossroad
000695.png,-0.2842,-0.2989,0.0031,-1.0914,crossroad
000696.png,-0.2846,-0.2982,0.0031,-0.8003,crossroad
000697.png,-0.2854,-0.2976,0.0031,-0.5039,crossroad
000698.png,-0.287,-0.297,0.0031,-0.2072,crossroad
000699.png,-0.2881,-0.2968,0.0031,0.1477,crossroad
000700.png,-0.2881,-0.2968,0.0031,0.4434,crossroad
000701.png,-0.288,-0.2967,0.0031,0.7401,crossroad
000702.png,-0.2882,-0.2971,0.0031,1.0361,crossroad
000703.png,-0.2884,-0.2974,0.0031,1.3315,crossroad
000704.png,-0.2884,-0.2979,0.0031,1.6288,crossroad
000705.png,-0.2884,-0.298,0.0031,1.9261,crossroad
000706.png,-0.2884,-0.2981,0.0031,2.2219,crossroad
000707.png,-0.2884,-0.2981,0.0031,2.5192,crossroad
000708.png,-0.2884,-0.2981,0.0031,2.8174,crossroad
000709.png,-0.2883,-0.2981,0.0031,-3.1055,crossroad
000710.png,-0.2893,-0.2983,0.0031,-2.8024,crossroad
000711.png,-0.291,-0.2992,0.0031,-2.5014,crossroad
000712.png,-0.2922,-0.3003,0.0031,-2.2002,crossroad
000713.png,-0.2926,-0.301,0.0031,-1.9023,crossroad
000714.png,-0.2926,-0.3011,0.0031,-1.6054,crossroad
000715.png,-0.2927,-0.3006,0.0031,-1.3073,crossroad
000716.png,-0.2928,-0.3003,0.0031,-1.009,crossroad
000717.png,-0.2923,-0.3009,0.0031,-0.7103,crossroad
000718.png,-0.2922,-0.301,0.0031,-0.4142,crossroad
000719.png,-0.2918,-0.3011,0.0031,-0.1763,crossroad
000720.png,-0.2919,-0.3011,0.0031,-0.1714,crossroad
000721.png,-0.2919,-0.3011,0.0031,-0.1664,crossroad
000722.png,-0.292,-0.3011,0.0031,-0.1615,crossroad
000723.png,-0.292,-0.3011,0.0031,-0.1566,crossroad
000724.png,-0.292,-0.3011,0.0031,-0.1516,crossroad
000725.png,-0.2919,-0.3011,0.0031,-0.1477,crossroad
000726.png,-0.2883,-0.3016,0.0031,-0.1508,crossroad
000727.png,-0.2781,-0.3032,0.0031,-0.1529,crossroad
000728.png,0.9066,-0.311,0.0031,0.1775,crossroad
000729.png,0.8704,-0.3008,0.0031,1.2103,crossroad
000730.png,0.871,-0.2992,0.0031,1.2115,crossroad
000731.png,0.8717,-0.2973,0.0031,1.2128,crossroad
000732.png,0.872,-0.2964,0.0031,1.2125,crossroad
000733.png,0.8706,-0.3003,0.0031,1.2135,crossroad
000734.png,0.8767,-0.2832,0.0031,1.0586,crossroad
000735.png,0.913,0.3264,0.0031,-2.4136,crossroad
000736.png,0.9115,0.3252,0.0031,-2.4111,crossroad
000737.png,0.91,0.3237,0.0031,-2.4082,crossroad
000738.png,0.9084,0.3223,0.0031,-2.4053,crossroad
000739.png,0.9068,0.3209,0.0031,-2.4024,crossroad
000740.png,0.9053,0.3195,0.0031,-2.3995,crossroad
000741.png,0.9037,0.318,0.0031,-2.3966,crossroad
000742.png,0.9021,0.3166,0.0031,-2.3937,crossroad
000743.png,0.9006,0.3151,0.0031,-2.3908,crossroad
000744.png,0.899,0.3137,0.0031,-2.3879,crossroad
000745.png,0.8972,0.3119,0.0031,-2.3844,crossroad
000746.png,0.896,0.3108,0.0031,-2.3812,crossroad
000747.png,0.8983,0.313,0.0031,-2.3785,crossroad
000748.png,0.9088,0.3231,0.0031,-2.376,crossroad
000749.png,0.9002,0.311,0.0031,-2.3573,crossroad
000750.png,0.8982,0.3089,0.0031,-2.359,crossroad
000751.png,0.8961,0.3069,0.0031,-2.3607,crossroad
000752.png,0.8937,0.3045,0.0031,-2.3627,crossroad
000753.png,0.8916,0.3025,0.0031,-2.3644,crossroad
000754.png,0.8896,0.3005,0.0031,-2.3661,crossroad
000755.png,0.8875,0.2985,0.0031,-2.3678,crossroad
000756.png,0.8855,0.2965,0.0031,-2.3694,crossroad
000757.png,0.8835,0.2946,0.0031,-2.3707,crossroad
000758.png,0.8827,0.2938,0.0031,-2.3685,crossroad
000759.png,0.8838,0.2949,0.0031,-2.368,crossroad
000760.png,0.8885,0.2994,0.0031,-2.3671,crossroad
000761.png,0.8988,0.3095,0.0031,-2.367,crossroad
000762.png,0.9068,0.3257,0.0031,-2.5188,crossroad
000763.png,0.8726,0.3013,0.0031,-2.5283,crossroad
000764.png,0.3037,0.2893,0.0031,2.1935,crossroad
000765.png,0.2928,0.3091,0.0031,1.8869,crossroad
000766.png,0.2744,0.3041,0.0031,0.2942,crossroad
000767.png,0.3162,0.3184,0.0031,0.2773,crossroad
000768.png,-0.2862,0.2785,0.0031,2.4792,crossroad
000769.png,-0.3054,0.2935,0.0031,2.4725,crossroad
000770.png,-0.3207,0.2944,0.0031,2.3997,crossroad
000771.png,-0.3038,0.2792,0.0031,2.4013,crossroad
000772.png,-0.3233,0.2969,0.0031,2.4064,crossroad
000773.png,-0.3244,0.2979,0.0031,2.4068,crossroad
000774.png,-0.3254,0.2988,0.0031,2.4073,crossroad
000775.png,-0.3265,0.2998,0.0031,2.4078,crossroad
000776.png,-0.3275,0.3007,0.0031,2.4083,crossroad
000777.png,-0.3277,0.3009,0.0031,2.4102,crossroad
000778.png,-0.3254,0.2988,0.0031,2.4143,crossroad
000779.png,-0.3189,0.2931,0.0031,2.4179,crossroad
000780.png,-0.3073,0.2828,0.0031,2.4206,crossroad
000781.png,-0.2951,0.2722,0.0031,2.4171,crossroad
000782.png,-0.3134,0.2884,0.0031,2.4195,crossroad
000783.png,-0.8727,0.2895,0.0031,2.4427,crossroad
000784.png,-0.8734,0.29,0.0031,2.4411,crossroad
000785.png,-0.874,0.2906,0.0031,2.4395,crossroad
000786.png,-0.8747,0.2912,0.0031,2.4378,crossroad
000787.png,-0.8745,0.291,0.0031,2.4358,crossroad
000788.png,-0.8726,0.2893,0.0031,2.4311,crossroad
000789.png,-0.876,0.2931,0.0031,2.4109,crossroad
000790.png,-0.878,0.2949,0.0031,2.4138,crossroad
000791.png,-0.8804,0.2971,0.0031,2.4173,crossroad
000792.png,-0.8824,0.2988,0.0031,2.4203,crossroad
000793.png,-0.8845,0.3006,0.0031,2.4232,crossroad
000794.png,-0.8865,0.3024,0.0031,2.4261,crossroad
000795.png,-0.8885,0.3041,0.0031,2.4288,crossroad
000796.png,-0.8882,0.3039,0.0031,2.4312,crossroad
000797.png,-0.8858,0.3019,0.0031,2.4345,crossroad
000798.png,-0.88,0.2969,0.0031,2.4379,crossroad
000799.png,-0.8703,0.296,0.0031,1.8803,crossroad
000800.png,-0.8703,0.2962,0.0031,1.8647,crossroad
000801.png,-0.8704,0.2964,0.0031,1.849,crossroad
000802.png,-0.8705,0.2966,0.0031,1.8334,crossroad
000803.png,-0.8705,0.2968,0.0031,1.8147,crossroad
000804.png,-0.8706,0.297,0.0031,1.799,crossroad
000805.png,-0.8706,0.2971,0.0031,1.7834,crossroad
000806.png,-0.8706,0.2973,0.0031,1.7678,crossroad
000807.png,-0.8707,0.2978,0.0031,1.747,crossroad
000808.png,-0.8709,0.2992,0.0031,1.6883,crossroad
000809.png,-0.871,0.3008,0.0031,1.5654,crossroad
000810.png,-0.871,0.3021,0.0031,1.3678,crossroad
000811.png,-0.8708,0.3026,0.0031,1.103,crossroad
000812.png,-0.871,0.3024,0.0031,0.7962,crossroad
000813.png,-0.8718,0.3018,0.0031,0.3989,crossroad
000814.png,-0.8722,0.3016,0.0031,0.3904,crossroad
000815.png,-0.8726,0.3015,0.0031,0.381,crossroad
000816.png,-0.873,0.3013,0.0031,0.3716,crossroad
000817.png,-0.8734,0.3012,0.0031,0.3623,crossroad
000818.png,-0.8738,0.301,0.0031,0.3529,crossroad
000819.png,-0.8742,0.3009,0.0031,0.3436,crossroad
000820.png,-0.8746,0.3007,0.0031,0.3342,crossroad
000821.png,-0.8749,0.3006,0.0031,0.3235,crossroad
000822.png,-0.874,0.3009,0.0031,0.2865,crossroad
000823.png,-0.8719,0.3014,0.0031,0.1645,crossroad
000824.png,-0.3139,0.9128,0.0031,-0.2207,crossroad
000825.png,-0.2719,0.9005,0.0031,-0.484,crossroad
000826.png,-0.2829,0.9064,0.0031,-0.4869,crossroad
000827.png,-0.299,0.9149,0.0031,-0.4914,crossroad
000828.png,-0.307,0.9192,0.0031,-0.4921,crossroad
000829.png,-0.3077,0.9195,0.0031,-0.4899,crossroad
000830.png,-0.3084,0.9199,0.0031,-0.4877,crossroad
000831.png,-0.3091,0.9203,0.0031,-0.4855,crossroad
000832.png,-0.3098,0.9206,0.0031,-0.4833,crossroad
000833.png,-0.3105,0.921,0.0031,-0.4812,crossroad
000834.png,-0.3112,0.9214,0.0031,-0.479,crossroad
000835.png,-0.312,0.9218,0.0031,-0.4763,crossroad
000836.png,-0.3127,0.9222,0.0031,-0.4742,crossroad
000837.png,-0.3134,0.9225,0.0031,-0.472,crossroad
000838.png,-0.3141,0.9229,0.0031,-0.4698,crossroad
000839.png,-0.3148,0.9232,0.0031,-0.4676,crossroad
000840.png,-0.3155,0.9236,0.0031,-0.4654,crossroad
000841.png,-0.3157,0.9237,0.0031,-0.4667,crossroad
000842.png,-0.3144,0.923,0.0031,-0.4919,crossroad
000843.png,-0.312,0.9217,0.0031,-0.5676,crossroad
000844.png,-0.3094,0.9198,0.0031,-0.7082,crossroad
000845.png,-0.3072,0.9175,0.0031,-0.9701,crossroad
000846.png,-0.3066,0.9164,0.0031,-1.2546,crossroad
000847.png,-0.3065,0.9159,0.0031,-1.5771,crossroad
000848.png,-0.3065,0.9155,0.0031,-1.8491,crossroad
000849.png,-0.3067,0.9149,0.0031,-1.8599,crossroad
000850.png,-0.3068,0.9144,0.0031,-1.8707,crossroad
000851.png,-0.307,0.9138,0.0031,-1.8815,crossroad
000852.png,-0.3072,0.9132,0.0031,-1.8923,crossroad
000853.png,-0.3074,0.9126,0.0031,-1.9031,crossroad
000854.png,-0.3076,0.9121,0.0031,-1.9139,crossroad
000855.png,-0.3078,0.9114,0.0031,-1.9268,crossroad
000856.png,-0.3081,0.9109,0.0031,-1.9376,crossroad
000857.png,-0.3083,0.9103,0.0031,-1.9484,crossroad
000858.png,-0.3085,0.9097,0.0031,-1.9592,crossroad
000859.png,-0.3087,0.9092,0.0031,-1.97,crossroad
000860.png,-0.3089,0.9087,0.0031,-1.9806,crossroad
000861.png,-0.3083,0.9103,0.0031,-1.9802,crossroad
000862.png,-0.3054,0.9168,0.0031,-1.9688,crossroad
000863.png,-0.3019,0.9292,0.0031,-2.0846,crossroad
000864.png,-0.3079,0.9192,0.0031,-2.1455,crossroad
000865.png,-0.3094,0.9168,0.0031,-2.1601,crossroad
000866.png,-0.311,0.9144,0.0031,-2.1748,crossroad
000867.png,-0.3127,0.9121,0.0031,-2.1894,crossroad
000868.png,-0.3144,0.9097,0.0031,-2.204,crossroad
000869.png,-0.3161,0.9074,0.0031,-2.2186,crossroad
000870.png,-0.3178,0.9051,0.0031,-2.2332,crossroad
000871.png,-0.3195,0.903,0.0031,-2.2473,crossroad
000872.png,-0.3207,0.9016,0.0031,-2.2563,crossroad
000873.png,-0.3188,0.9039,0.0031,-2.2434,crossroad
000874.png,-0.3143,0.9097,0.0031,-2.2242,crossroad
000875.png,-0.3075,0.9187,0.0031,-2.2032,crossroad
000876.png,-0.2998,0.9291,0.0031,-2.1675,crossroad
000877.png,-0.3075,0.9177,0.0031,-2.1659,crossroad
000878.png,-0.3095,0.9148,0.0031,-2.1651,crossroad
000879.png,-0.3097,0.9145,0.0031,-2.1649,crossroad
000880.png,-0.3099,0.9142,0.0031,-2.1646,crossroad
000881.png,-0.3101,0.9139,0.0031,-2.1644,crossroad
000882.png,-0.3103,0.9136,0.0031,-2.1642,crossroad
000883.png,-0.3105,0.9133,0.0031,-2.1639,crossroad
000884.png,-0.3108,0.913,0.0031,-2.1637,crossroad
000885.png,-0.311,0.9126,0.0031,-2.1634,crossroad
000886.png,-0.3112,0.9123,0.0031,-2.1632,crossroad
